name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list
chocolate-durian-4529,15,0.5,2e-06,tpcds_shifting_1_MAB_80,0.8,0,1125801126.6350172,"[68346537.272226, 27099396.245699, 35748230.945204996, 1704313.307877, 27278093.065018, 24032348.72303, 8275348.072666001, 30592632.922058, 9618435.744767, 47152373.752799004, 63780294.21237899, 4201205.752188, 13658876.061961, 11734907.892426, 19612786.362083, 15619029.232591, 17955863.112756, 15154661.702346, 36606387.752361, 30283663.589047, 2219867.388135, 1493578.235012, 1000551.421438, 1139143.9477209998, 1105342.987008, 1317394.29637, 2089428.551299, 980559.782526, 1252728.8809979998, 1090985.288597, 1246768.167327, 1130002.1402500002, 1107883.090429, 1206610.829758, 952582.651271, 1125365.191083, 1123839.1307380002, 1189837.33037, 1025259.690366, 896482.760332, 4457847.268683, 4820763.5419499995, 4417114.57183, 4706574.751296, 4465751.633784, 4501074.250802999, 4314156.840953, 4435629.550992999, 4345321.210979001, 4419973.511803, 4396921.317071, 4408429.0013999995, 4380190.250736999, 4413415.280694, 4384771.044619, 4383295.726324, 4785602.258613, 4454653.837978, 4378589.297915, 4438950.697534999, 9742442.476071, 50099520.33709701, 17754859.517874, 48785525.714673, 11919648.028441, 15137251.707898, 25920512.357910004, 24573331.384171996, 45192079.443918, 45853002.893797, 5392462.584152001, 12863065.538925, 5053389.905673, 7762101.594729001, 49562167.994449005, 60824048.013954, 15565639.134218998, 26705078.004034, 12319265.294114, 12317111.380446]"
northern-durian-4528,10,0.5,2e-06,tpcds_shifting_1_MAB_80,0.8,0,1124729360.4283335,"[68346537.286172, 27099396.244726997, 35748230.942712, 1704313.307129, 27278093.063652, 24032348.722876, 8275348.076362, 30592632.916926, 9618435.743261, 47152373.752391, 63780294.21332099, 4201205.752513, 13658876.062369, 11734907.891279, 19612786.36111, 15619029.23111, 17955863.112672, 15154661.702415, 36606387.752384, 30283663.588937, 2219867.3834110005, 1493578.234183, 1000551.422241, 1139143.9473869998, 1105342.987368, 1317394.2998289997, 912393.81601, 980559.77967, 1262133.669457, 1093232.830451, 1246687.770124, 1129881.539299, 1107814.519107, 1215744.408985, 953988.029365, 1134768.059007, 1124700.350447, 1199797.510132, 1035183.679554, 906447.079206, 4457847.268269, 4359920.791785, 4417316.714376001, 4384597.50419, 4400712.660457999, 4501276.389789, 4379103.579795, 4370590.575809, 4870673.889099999, 4485416.768878001, 4462162.430005, 4473670.118569999, 4445431.364575999, 4478656.397639999, 4450012.150570999, 4444863.183311, 4401473.830070999, 4450980.843952999, 4440156.291515999, 4435277.716978999, 9744655.441695, 50099520.336961, 17754859.516068, 48785525.707562, 11919648.028527, 15137251.703744, 26369486.966652, 24571750.276097, 45192079.44572099, 45855156.805713005, 5390308.675614, 12863065.546458, 5053389.907274, 7554609.826929, 49562172.8963, 60826201.923049, 15565639.136331998, 26705078.005815, 12317111.385763, 12317111.386868]"
misty-frost-4527,8,0.5,2e-06,tpcds_shifting_1_MAB_80,0.8,0,1126692121.0326955,"[68346537.272216, 27099396.245778, 35748230.943302, 1704313.306284, 27278093.063957, 24032348.722656, 8275348.077394, 30592632.91944, 9618435.744477998, 47152373.75284501, 63780294.212809995, 4201205.752923, 13658876.063144, 11734907.893323, 19612786.363643, 15619029.233035002, 17955863.112984, 15154661.70247, 36606387.748401, 30528136.82403, 3744810.954154, 1493578.2354819998, 1000551.41989, 1139143.9471669998, 1105342.99104, 1317394.3014919998, 912393.818167, 980559.781762, 1262133.670266, 1093232.8303770002, 1246687.769784, 1129881.54005, 1107814.520584, 1215744.411407, 953988.030802, 1134768.06019, 1124700.350147, 1199797.509767, 1035183.680388, 906447.081021, 4457847.270378999, 4359920.780026999, 4417316.713914, 4384597.503347999, 4400712.660162, 4501276.386115001, 4840049.139470999, 4370388.447911, 4410562.327228, 4485214.624455, 4462162.427061999, 4473670.110314999, 4441758.343284, 4474983.268052, 4446339.224723999, 4444863.187247, 4401473.8335299995, 4450980.8434689995, 4440156.290507999, 4435277.713978998, 9744655.442488998, 50099520.338391, 17754859.517471, 48785525.707788, 11919648.023186, 15584510.827021, 25922666.276995003, 24573336.167203, 45189925.538287, 45855156.798101, 5390308.676839001, 12865219.453812, 5053389.90651, 7760336.846345001, 49560508.627018005, 60826201.928255, 15563485.224923998, 26705078.004026, 12317111.387158, 12317111.386647]"
tough-darkness-4526,5,0.5,2e-06,tpcds_shifting_1_MAB_80,0.8,0,1128189094.840376,"[68346537.279091, 27099396.245959997, 35748230.944088995, 1704313.307239, 27278093.064172, 24032348.723036, 8275348.077139, 30592632.918947, 9618435.745069, 47152373.753747, 63780294.213396, 4201205.753311, 13658876.058879, 12820332.233801002, 20272045.604080997, 15616846.084554002, 17997480.653148003, 15199189.119478, 36525095.50947901, 30159456.699841, 3744810.951239001, 1493578.236296, 1000551.421463, 1139143.947889, 1105342.98801, 1317394.3010929998, 912393.813737, 1754902.8239079998, 1252728.8815739998, 1093232.83108, 1246687.771273, 1120171.230719, 1108944.280666, 1215744.4082379998, 952618.588739, 1126282.121371, 1123198.76078, 1191311.5707599998, 1025134.951643, 897961.1406580001, 4457847.2696899995, 4294763.7624470005, 4779433.324701, 4384479.451379999, 4465835.721151999, 4501158.341641, 4314240.931515999, 4370472.527941, 4624422.988644999, 4420057.614607001, 4462246.517917, 4473754.211700999, 4380274.347166999, 4413499.374387, 4384855.13596, 4383295.738144, 4339906.147606, 4389412.724365001, 4443830.403724999, 4373709.586794, 9744655.442755, 50099520.33881, 17754859.517685, 48785525.707807, 11919648.023535, 15584510.827458, 25922666.277044, 24573336.167266, 45189925.537708, 45855156.79874001, 5390308.677798, 12865219.454387, 5053389.906854, 7598899.186563, 49562167.997249, 60826201.927452, 15563485.228192998, 26705078.007768, 12319265.297096, 12317111.387129]"
hopeful-disco-4525,3,0.5,2e-06,tpcds_shifting_1_MAB_80,0.8,0,1134412778.5648365,"[68346537.280287, 27099396.247482, 35748230.943929, 1704313.307796, 27278093.065846, 24032348.724559, 8275348.073949, 30592632.918533, 9618435.743903, 47152373.750506, 64190020.714261994, 4201205.753556, 13012419.832806, 11734497.681506, 19545793.998566996, 15599451.53855, 17851300.188388, 15199189.121925, 36650615.933564, 30217747.281918, 3744810.950218, 1493578.233624, 1000551.415396, 1560986.6657299998, 1563407.4500949995, 1735248.6898619998, 1385915.686347, 1429877.595472, 1655831.103299, 1539951.170339, 1655252.870828, 1546337.070962, 1532677.7097, 1198040.679261, 962473.996399, 1134768.09193, 1830340.821095, 1189733.031726, 1026698.1106819998, 897961.539611, 4457847.268255, 4755522.430967, 4417114.574266, 4771899.954785999, 4465835.7210369995, 4435917.233876, 4379482.040689999, 4370472.526579, 4624422.986957999, 4420057.606666001, 4462246.522802, 4473754.207651999, 4380274.346806999, 4413499.376377, 4384855.133425999, 4383295.736599, 4339906.146834, 4389412.724479, 4443830.404116999, 4373709.582199, 9744655.445959998, 50099520.337346, 18201680.206628, 48783371.797579005, 11921801.941112, 15137251.709051, 25920512.367868003, 24573331.377741, 45192079.446907, 45853002.889104, 5839283.276898, 12862838.304553, 4968286.584457001, 8050090.127689, 50009545.635497, 61275238.944967, 16014676.1505, 27155688.532636, 12766085.987352, 12766085.991212]"
breezy-salad-4524,70,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1123266932.2970903,"[68346537.271533, 27099396.246800996, 35748230.944036, 1704313.307556, 27278093.077859, 24032348.723588, 8275348.080306, 30592632.917126, 9618435.743431998, 47152373.752964, 63780294.212644, 4201205.752819, 13658876.063359, 11734907.893968, 19612786.363222, 15619029.232843, 17955863.113, 15154661.702378, 36606387.7525, 30283663.590321, 2219867.3895290005, 1493578.235918, 1000551.421156, 1139143.947, 1105342.987703, 1317394.3021049998, 912393.8171, 980559.78066, 1262133.669913, 1093232.830314, 1246687.770161, 1129881.540113, 1107814.521213, 1215744.4105329998, 953988.030747, 1134768.060125, 1124700.349956, 1199797.51043, 1035183.680358, 906447.081036, 4457847.269743, 4359920.781227999, 4417316.714112001, 4384597.504209, 4400712.661094, 4501276.391982, 4379103.581191, 4370590.581095, 4345523.351023001, 4420175.65641, 4397123.451832, 4408631.1405919995, 4380392.390725, 4413617.421066999, 4384973.181651999, 4383497.872136, 4340108.281431, 4389118.360887, 4378791.430548999, 4373911.720635, 9744655.43964, 50099520.338628, 17754859.517816, 48785525.707781, 11919648.027916, 15137251.707978, 25920512.367101, 24573331.387080997, 45192079.447317995, 45853002.898059, 5392462.587073001, 12863065.546206, 5055543.816244001, 7760336.845736001, 49562167.995967, 60824048.015682, 15565639.138721, 26705078.007671, 12319265.296184, 12317111.386371]"
earnest-bee-4523,50,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1123506916.3527846,"[68346537.27205901, 27099396.246611997, 35748230.945195, 1704313.307406, 27278093.064285, 24032348.723817, 8275348.077513, 30592632.921098, 9618435.745844, 47152373.752715, 63780294.21276499, 4201205.752451, 13658876.061724, 11734907.89217, 19612786.361858, 15619029.232991, 17955863.112372, 15154661.70236, 36606387.751993, 30283663.589099, 2219867.387688, 1493578.2348989998, 1000551.4348649998, 1139143.94639, 1105342.986757, 1317394.3041389997, 912393.816736, 980559.783284, 1262133.671751, 1093232.83106, 1246687.770887, 1129881.54042, 1107814.520402, 1215744.410518, 953988.03179, 1134768.060748, 1124700.35084, 1199797.510664, 1035183.680526, 906447.080376, 4457847.269169, 4359920.783051, 4417316.713934001, 4384597.504255, 4400712.66087, 4501276.390701001, 4379103.580727, 4370590.581755, 4345523.352044, 4420175.656266, 4397123.451854, 4408631.140590999, 4380392.390369999, 4413617.420539999, 4384973.180763999, 4383497.873953, 4340108.282061, 4389118.362151, 4378791.431759, 4373911.721104999, 9744655.439806998, 50099520.338008, 17754859.51824, 48785525.704244, 12368622.638163002, 15135532.854894, 25922666.277285, 24573904.180919997, 45189925.537123, 45853002.897084, 5392462.587837, 12865219.448903, 5053389.907967, 7554151.71746, 49560508.626812, 60826201.926939, 15565639.137740998, 26705078.007246997, 12317111.388547, 12317111.388577]"
upbeat-leaf-4522,25,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1124540757.430133,"[68346537.270666, 27099396.242788997, 35748230.943733, 1704313.306654, 27278093.063899, 24032348.722156, 8275348.076253001, 30592632.919696, 9618435.745453998, 47152373.754292, 63780294.21356899, 4201205.75356, 13658876.063306, 11734907.892575, 19612786.36302, 15619029.234121002, 17955863.113735, 15154661.703018, 36606387.753068, 30283663.58959, 2219867.3890110003, 1493578.2356919998, 1000551.422118, 1139143.947452, 1105342.987354, 1317394.300923, 912393.817494, 980559.782228, 1262133.671738, 1093232.831499, 1246687.770967, 1129881.540996, 1107814.520582, 1215744.410889, 953988.03094, 1134768.061814, 1124700.3512630002, 1199797.511092, 1035183.6803709998, 906447.080922, 4457847.269381, 4359920.7815229995, 4417316.714907001, 4384597.504558, 4400712.6569139995, 4961863.338334, 4379397.957421999, 4435629.557193, 4410562.321477, 4485214.630007, 4462162.427929, 4469997.011383999, 4441758.340868999, 4474983.260555999, 4446339.230784, 4444863.18387, 4401473.833765999, 4450980.84168, 4440156.295010999, 4435277.714640999, 9744655.44336, 50099520.337492, 17754859.517316, 48785525.708336, 11919648.028708, 15137251.70804, 25920512.367465, 24573331.387308, 45192079.446967, 45853002.89701, 5392462.587100001, 12863065.547801, 5055543.817931, 7760336.847438, 49562167.99724, 60824048.017350994, 15565639.137249997, 26705078.006982, 12317111.387811, 12319265.298522]"
royal-snowflake-4521,15,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1125373789.5138466,"[68346537.27090101, 27099396.246405, 35748230.944974996, 1704313.320074, 27278093.063901, 24032348.72242, 8275348.077021, 30592632.918854, 9618435.743856, 47152373.754234, 63780294.213667, 4201205.752935, 13658876.062615, 11734907.892881, 19612786.362415, 15619029.233059002, 17955863.113391, 15154661.70307, 36606387.752723, 30283663.589244, 2219867.3882850003, 1493578.236634, 1000551.421141, 1139143.947572, 1105342.984168, 2432886.2624930004, 908188.309204, 980559.782909, 1262133.668251, 1101718.771043, 1236808.220665, 1129881.540117, 1108944.28003, 1215744.409941, 962473.970041, 1126282.12161, 1123561.751014, 1189740.730487, 1035183.679359, 896345.9603230002, 4457847.269435, 4360004.872411, 4779433.324917, 4319238.340972, 4465835.724257999, 4501158.3404089995, 4314240.930761999, 4370472.530708, 4345405.300818001, 4420057.606480001, 4397005.401724, 4408513.090899, 4380274.340613999, 4413415.276177, 4911318.208405999, 4383295.73726, 4405147.257834, 4454653.828571999, 4443333.8916029995, 4373709.580979, 9744655.439978998, 50099520.337738, 17754859.517241, 48785525.708194, 11919648.029154, 15137251.708615, 25920512.367475003, 24573331.387112, 45192079.446688995, 45853002.896804, 5392462.5868460005, 12863065.548578, 5055543.817795, 7760336.847786001, 49562167.997018, 60824048.017886, 15565639.137124998, 26705078.006913997, 12317111.387936, 12319265.297796]"
usual-energy-4520,10,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1124719093.5809553,"[68346537.295518, 27099396.244568, 35748230.944143996, 1704313.307679, 27278093.065426, 24032348.723319, 8275348.078057, 30592632.924986, 9618435.743855, 47152373.751674, 63780294.21324699, 4201205.75299, 13658876.062208, 11734907.891487, 19612786.362102, 15619029.23224, 17955863.111767, 15154661.702237, 36606387.752142, 30283663.584768, 2219867.3920640005, 1493578.234274, 1000551.4205849998, 1139143.947804, 1105342.98672, 1317394.3052319998, 912393.81664, 980559.781179, 1262133.6695619998, 1093232.830245, 1246687.770187, 1129881.54026, 1107814.519744, 1215744.41053, 953988.029689, 1134768.060488, 1124700.349633, 1199797.511816, 1035183.6794219998, 906447.080885, 4457847.268875, 4359920.779076, 4417316.713932001, 4384597.504873999, 4400712.660804, 4501276.389959, 4379103.576327, 4896897.598583, 4345321.216566001, 4485214.626597, 4462162.4300609995, 4473670.113499999, 4441758.343037, 4474983.260485999, 4446339.224165999, 4444863.1865, 4401473.833101, 4450980.840186, 4440156.290029999, 4435277.713597999, 9744655.440772, 50099520.335698, 17754859.516862, 48785525.707343, 11919648.027579, 15137251.703148, 26369486.967682004, 24571750.27719, 45192079.446802, 45855156.806341, 5390308.676449001, 12863065.546425, 5053389.906371, 7554609.826818, 49562172.897496, 60826201.9239, 15565639.143809998, 26705078.00636, 12317111.386223, 12317111.386055]"
daily-tree-4519,8,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1126241851.015723,"[68346537.27604601, 27099396.245080996, 35748230.944791, 1704313.308118, 27278093.066028, 24032348.723964, 8275348.073749, 30592632.918756, 9618435.743352, 47152373.752749, 63780294.21314, 4201205.753657, 13658876.063019, 11734907.892487, 19612786.363147, 15619029.232989002, 17955863.112378, 15154661.698775, 36865998.58460301, 30283663.593294, 3744810.951659001, 1493578.23424, 1000551.421986, 1139143.948103, 1105342.987706, 1317394.3007599998, 912393.817352, 980559.781094, 1262133.670312, 1093232.8318140002, 1246687.771305, 1129881.543024, 1107814.520984, 1215744.410591, 953988.029753, 1134768.060735, 1124700.352024, 1199797.511471, 1035183.681173, 906447.080621, 4457847.269253, 4359920.781994999, 4417316.715622, 4384597.505263, 4400712.656878, 4961863.339473, 4379397.958050999, 4435629.557697, 4410562.32804, 4485214.625945, 4462162.429141, 4469997.012542999, 4441758.341727, 4474983.262046999, 4446339.229158999, 4444863.184513, 4401473.835177, 4450980.837435, 4444032.549613, 4435277.718683999, 9744655.448328998, 50099520.339943, 17754859.518656, 48785525.709739, 11919648.029906, 15137251.709162, 25920512.368136004, 24573331.388336, 45192079.448401995, 45853002.89836, 5392462.590597001, 12863065.560823, 4968782.349066, 7760336.85015, 49562167.998602, 60824048.017694, 15565639.137832996, 26706656.268746, 12317111.38949, 12317111.388667]"
dutiful-dragon-4518,5,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1131553594.5157912,"[68346537.271694, 27099396.245374996, 35748230.944752, 1704313.305925, 27278093.06407, 24032348.723414, 8275348.077484, 30592632.920683, 9618435.745226, 47152373.75211501, 63780294.21234799, 4201205.747972, 14049522.754987, 12423034.223818, 19600976.043072, 15616846.082284002, 17863672.289243, 15180695.16922, 36491642.379363, 30281480.443513, 3744810.951406, 1493578.233625, 1000551.4200659998, 1139143.9473259998, 1105342.988075, 1317394.2967599998, 2089428.551667, 980559.781014, 1252728.8799879998, 1090985.286941, 1246768.1671960002, 1130002.1413510002, 1107883.090846, 1206610.8303799997, 952582.650772, 1125365.1900030002, 1123839.1302820002, 1189837.330237, 1025259.69161, 896482.761299, 4457847.270082, 5453344.560414, 5049779.684122001, 5081301.468026999, 4465751.629209, 4435833.141172, 5536955.248109999, 4370388.448003001, 4345321.218482001, 4419973.511581001, 4396921.3205780005, 4408429.012043, 4380190.2555599995, 4413415.284536, 4384771.0444829995, 4383295.734626, 4339906.139958001, 4915929.478255999, 4443830.407226999, 4373709.585422, 9742442.478093, 50099520.338274, 18201680.207826003, 48783371.798408, 11921801.94145, 15137251.708603, 25920512.369058, 24573331.379029, 45192079.447956, 45853002.8946, 5392462.583165001, 13312040.147674, 4966628.437389, 7556374.578279, 49561672.25637501, 60823465.74835, 15565143.408253, 26704270.358332, 12316529.117364, 12316884.15802]"
bright-silence-4517,3,0.5,2e-05,tpcds_shifting_1_MAB_80,0.8,0,1134412778.5472522,"[68346537.272275, 27099396.245796, 35748230.943541996, 1704313.307041, 27278093.063094, 24032348.722358, 8275348.07598, 30592632.919268, 9618435.744425, 47152373.747322, 64190020.71306799, 4201205.752886, 13012419.831921002, 11734497.681172, 19545793.998309996, 15599451.539184, 17851300.188137002, 15199189.121386, 36650615.942359, 30217747.281151, 3744810.950125, 1493578.234638, 1000551.415868, 1560986.664531, 1563407.4499279996, 1735248.689668, 1385915.686563, 1429877.595536, 1655831.10414, 1539951.182688, 1655252.869378, 1546337.06988, 1532677.709087, 1198040.6792809998, 962473.997672, 1134768.092021, 1830340.820185, 1189733.029212, 1026698.1089819998, 897961.539679, 4457847.267897, 4755522.44439, 4417114.573581, 4771899.950191999, 4465835.719927999, 4435917.233039, 4379482.040412999, 4370472.525965, 4624422.988589999, 4420057.607072, 4462246.522956, 4473754.206466999, 4380274.3465, 4413499.37617, 4384855.133014999, 4383295.737221, 4339906.147797001, 4389412.723519, 4443830.403220999, 4373709.581827, 9744655.445363998, 50099520.33677101, 18201680.207853, 48783371.79746801, 11921801.940454, 15137251.707688, 25920512.366488, 24573331.377132, 45192079.44617099, 45853002.888921, 5839283.27797, 12862838.304975, 4968286.584501, 8050090.126084, 50009545.63448, 61275238.944657005, 16014676.150013998, 27155688.526444, 12766085.987226998, 12766085.987093]"
graceful-fire-4516,70,0.5,0.0002,tpcds_shifting_1_MAB_80,0.8,0,1123266932.2638252,"[68346537.273362, 27099396.246834, 35748230.943055, 1704313.306865, 27278093.063574, 24032348.722944, 8275348.072331, 30592632.917615, 9618435.744298, 47152373.75205, 63780294.21252699, 4201205.752878, 13658876.062521, 11734907.892335, 19612786.361915, 15619029.231855, 17955863.111944, 15154661.702873, 36606387.749849, 30283663.589362, 2219867.3880260005, 1493578.233879, 1000551.420745, 1139143.9471719998, 1105342.990882, 1317394.300006, 912393.816556, 980559.780694, 1262133.668926, 1093232.830337, 1246687.770525, 1129881.542096, 1107814.519679, 1215744.409486, 953988.029038, 1134768.059211, 1124700.3494280002, 1199797.510024, 1035183.680015, 906447.080038, 4457847.268258, 4359920.780679, 4417316.714841001, 4384597.5049209995, 4400712.661067, 4501276.39118, 4379103.580310999, 4370590.580285, 4345523.350402, 4420175.650573, 4397123.4572439995, 4408631.142057999, 4380392.391557, 4413617.420713999, 4384973.1806149995, 4383497.870266, 4340108.280944, 4389118.36047, 4378791.430379, 4373911.720780999, 9744655.440784998, 50099520.348421, 17754859.51692, 48785525.707661, 11919648.027666, 15137251.70808, 25920512.368139, 24573331.387503996, 45192079.446499, 45853002.896795, 5392462.586776, 12863065.546921, 5055543.816408, 7760336.84833, 49562167.997516, 60824048.01712199, 15565639.136661, 26705078.00704, 12319265.296711, 12317111.386575]"
daily-darkness-4515,50,0.5,0.0002,tpcds_shifting_1_MAB_80,0.8,0,1123266932.2712328,"[68346537.267909, 27099396.244692, 35748230.943615, 1704313.30648, 27278093.065106, 24032348.723381, 8275348.073221, 30592632.918637, 9618435.743003, 47152373.752352, 63780294.21252699, 4201205.752712, 13658876.063609, 11734907.893271, 19612786.362528, 15619029.232149, 17955863.112316, 15154661.702207, 36606387.748687, 30283663.590417, 2219867.3889200003, 1493578.232613, 1000551.420946, 1139143.946981, 1105342.987799, 1317394.3053969997, 912393.81742, 980559.781047, 1262133.669753, 1093232.829608, 1246687.769947, 1129881.540416, 1107814.521101, 1215744.41055, 953988.030457, 1134768.059916, 1124700.3499470002, 1199797.509629, 1035183.680454, 906447.081035, 4457847.268812, 4359920.779712999, 4417316.713807001, 4384597.503648, 4400712.660533, 4501276.391584001, 4379103.581023, 4370590.581037, 4345523.350896, 4420175.650837, 4397123.456991, 4408631.140550999, 4380392.390512, 4413617.420872, 4384973.181403999, 4383497.871033, 4340108.281328, 4389118.360503, 4378791.430705999, 4373911.716239999, 9744655.446785998, 50099520.338180006, 17754859.517259, 48785525.70784, 11919648.027344, 15137251.707485, 25920512.366545003, 24573331.386497, 45192079.447284, 45853002.897754, 5392462.586670001, 12863065.558051, 5055543.816240001, 7760336.851018, 49562167.996303, 60824048.017510995, 15565639.137406996, 26705078.007124, 12317111.386327, 12319265.296823]"
devout-smoke-4514,25,0.5,0.0002,tpcds_shifting_1_MAB_80,0.8,0,1123391917.91364,"[68346537.248888, 27099396.243373, 35748230.944689, 1704313.307011, 27278093.064392, 24032348.723239, 8275348.077003, 30592632.916044, 9618435.746513, 47152373.753839, 63780294.21335799, 4201205.753011, 13658876.063041, 11734907.892949, 19612786.362172, 15619029.233639002, 17955863.112816, 15154661.702529, 36606387.749066, 30283663.589327, 2219867.388536, 1493578.234697, 1000551.420946, 1139143.94699, 1105342.986878, 1317394.2998419998, 912393.817235, 980559.78127, 1262133.6710229998, 1093232.830126, 1246687.770086, 1129881.539567, 1107814.519574, 1215744.409728, 953988.030527, 1134768.061013, 1124700.350246, 1199797.510064, 1035183.680018, 906447.079258, 4457847.268228, 4359920.782315999, 4417316.709341001, 4384395.367914999, 4465751.636588, 4501074.257534999, 4379397.954334999, 4370388.441099, 4409033.252556, 4419973.514226001, 4396921.319789, 4408429.003300999, 4380190.253625, 4413415.282939, 4384771.043633, 4383295.733812001, 4339906.145396001, 4389412.724249001, 4378589.294418, 4372185.423632, 9744655.441667998, 50099520.33742301, 17754859.517956, 48785525.708644, 11919648.028458, 15137251.708035, 25920512.36703, 24573331.387117997, 45192079.446953, 45853002.896863, 5392462.588129001, 12863065.548286, 5055543.817672, 7760336.846479, 49562167.995689, 60824048.016675994, 15565639.136362998, 26705078.005882, 12317111.387484, 12319265.297376]"
neat-silence-4513,15,0.5,0.0002,tpcds_shifting_1_MAB_80,0.8,0,1124998540.3950608,"[68346537.27140601, 27099396.245465, 35748230.942933, 1704313.307448, 27278093.064174, 24032348.722867, 8275348.072276, 30592632.916185003, 9618435.745231, 47152373.752517, 63780294.213498, 4201205.752998, 13658876.062216, 11734907.891829, 19612786.361612, 15619029.231894, 17955863.112257, 15154661.703415, 36606387.749845, 30283663.589177, 2219867.3887630003, 1493578.233515, 1000551.421569, 1139143.942753, 1863598.881339, 1325880.239337, 918345.823128, 980559.780355, 1262133.66701, 1101718.771056, 1238201.830117, 1129881.540143, 1117430.219181, 1207258.469633, 962473.969542, 1125425.109693, 1124700.3509250002, 1191311.570586, 1035183.680106, 906447.079821, 4457847.268832999, 4359920.797615999, 4417316.714935001, 4384597.505301, 4400712.661399, 4501276.390761, 4379103.580658, 4370590.580963, 4345523.351048, 4420175.651175, 4397123.453221, 4934884.938835, 4380190.257079, 4478656.397235, 4450012.154157999, 4448536.847964999, 4401473.833931, 4450980.8423689995, 4440156.291134999, 4435277.711158998, 9744655.446295, 50099520.337522, 17754859.516876, 48785525.707877, 11919648.029104, 15137251.708296, 25920512.366961, 24573331.386653, 45192079.44709699, 45853002.896823, 5392462.586859001, 12863065.548116, 5055543.817473, 7760336.847539, 49562167.996715, 60824048.01765899, 15565639.136940995, 26705078.006938, 12317111.387146, 12319265.29858]"
worldly-pine-4512,10,0.5,0.0002,tpcds_shifting_1_MAB_80,0.8,0,1126692121.014347,"[68346537.272615, 27099396.243622996, 35748230.943371, 1704313.307618, 27278093.064415, 24032348.722955, 8275348.072318001, 30592632.916318, 9618435.745592998, 47152373.753933, 63780294.21418099, 4201205.753458, 13658876.062219, 11734907.892367, 19612786.362316, 15619029.232138, 17955863.113862, 15154661.70317, 36606387.74487, 30528136.823862, 3744810.952124001, 1493578.2334339998, 1000551.420755, 1139143.9475379998, 1105342.99136, 1317394.2997669997, 912393.8167, 980559.780748, 1262133.670821, 1093232.830392, 1246687.769786, 1129881.540898, 1107814.519221, 1215744.40902, 953988.028954, 1134768.060734, 1124700.3497630002, 1199797.509324, 1035183.67913, 906447.07876, 4457847.267732, 4359920.781466, 4417316.713665001, 4384597.503308999, 4400712.660194, 4501276.385743001, 4840049.1381629985, 4370388.449704, 4410562.32837, 4485214.630251, 4462162.428351999, 4473670.110789999, 4441758.343022, 4474983.266573, 4446339.223239999, 4444863.186261999, 4401473.83426, 4450980.844776, 4440156.291136999, 4435277.713408999, 9744655.442013998, 50099520.336192, 17754859.51723, 48785525.7088, 11919648.026188, 15584510.829078998, 25922666.278855003, 24573336.167411, 45189925.536621, 45855156.79796101, 5390308.676598, 12865219.454462, 5053389.907144, 7760336.846748001, 49560508.62601101, 60826201.926594, 15563485.223036995, 26705078.003583997, 12317111.387221, 12317111.387748]"
wandering-lake-4511,8,0.5,0.0002,tpcds_shifting_1_MAB_80,0.8,0,1126565323.2198677,"[68346537.271281, 27099396.245626, 35748230.944037, 1704313.307429, 27278093.064313, 24032348.72529, 8275348.077891001, 30592632.918419, 9618435.742568, 47152373.752514, 63780294.212211, 4201205.752873, 13658876.063776, 11734907.892638, 19612786.362558, 15619029.232493002, 17955863.107876, 15680192.633867, 36606387.754119, 30283663.594210003, 3744810.952060001, 1493578.233228, 1000551.420595, 1139143.947694, 1105342.988453, 1317394.305053, 912393.817635, 980559.780951, 1262133.670087, 1093232.830109, 1246687.769972, 1129881.541194, 1107814.52007, 1215744.409814, 953988.02984, 1134768.059465, 1124700.349697, 1199797.509879, 1035183.6807379998, 906447.080707, 4457847.268545, 4359920.7800509995, 4417316.713672001, 4384597.4999319995, 4926402.620210999, 4501074.257724999, 4379397.953969999, 4435629.551143999, 4410562.324076, 4481540.693964999, 4458488.770860999, 4469997.01196, 4441758.347562999, 4474983.264630999, 4446339.220925, 4444863.180805, 4401473.826251, 4454855.976938, 4440156.296894999, 4435277.722427999, 9744655.442650998, 50099520.338955, 17754859.517066002, 48785525.720637, 11919648.027878, 15137251.708704, 25920512.369113, 24573331.388733, 45192079.447564, 45853002.897487, 5392462.587399, 12863065.547576, 4968782.347777001, 7760336.847517, 49562167.999896, 60824048.01726399, 15565639.136818998, 26706656.266997, 12317111.386765, 12317111.387291]"
